session,level,subject,articles,citations,hindex,real_articles,real_citations,real_hindex,threshold_articles,threshold_citations,threshold_hindex
1,2,05-H1,11,284,9,13,348,10,9,210,8
1,2,05-H1,20,141,6,23,300,11,9,210,8
1,2,05-H1,7,357,8,12,551,11,9,210,8
1,2,05-H1,8,97,6,10,266,10,9,210,8
1,2,05-H1,12,208,9,19,444,12,9,210,8
1,2,05-H1,16,194,10,19,290,12,9,210,8
1,2,05-H1,4,517,12,4,798,11,9,210,8
1,2,05-H1,11,213,9,13,217,8,9,210,8
1,2,05-H1,14,174,8,17,259,10,9,210,8
1,2,05-H1,7,78,5,11,95,6,9,210,8
1,2,05-H1,22,528,14,28,641,15,9,210,8
1,2,05-H1,3,305,6,6,819,10,9,210,8
1,2,05-H1,14,202,7,15,289,8,9,210,8
1,2,05-H1,6,123,7,11,241,10,9,210,8
1,2,05-H1,9,284,10,14,443,14,9,210,8
1,2,05-H1,7,130,6,10,366,9,9,210,8
1,2,05-H1,10,130,5,24,971,19,9,210,8
1,2,05-H1,9,308,10,13,486,12,9,210,8
1,2,05-H1,9,418,8,11,683,11,9,210,8
1,2,05-H1,15,589,6,21,910,13,9,210,8
1,2,05-H1,20,152,7,25,460,12,9,210,8
1,2,05-H1,16,197,8,15,334,12,9,210,8
1,2,05-H1,4,122,6,7,343,11,9,210,8
1,2,05-H1,16,467,10,25,778,14,9,210,8
1,2,05-H1,12,110,5,26,412,13,9,210,8
1,2,05-H1,20,340,11,29,1150,22,9,210,8
1,2,05-H1,17,676,16,21,1231,20,9,210,8
1,2,05-H1,13,90,6,28,331,10,9,210,8
1,2,05-H1,27,404,11,51,983,17,9,210,8
1,2,05-H1,9,159,8,11,317,10,9,210,8
1,2,05-H1,20,160,8,37,425,14,9,210,8
1,2,05-H1,3,104,5,12,594,13,9,210,8
1,2,05-H1,12,51,4,14,345,9,9,210,8
1,2,05-H1,21,240,10,27,364,10,9,210,8
1,2,05-H1,11,3335,25,55,4498,31,9,210,8
1,2,05-H1,0,131,6,29,900,19,9,210,8
1,2,05-H1,9,462,8,29,705,10,9,210,8
1,2,05-H1,7,108,7,19,372,12,9,210,8
1,2,05-H1,8,406,9,12,367,11,9,210,8
1,2,05-H1,19,133,4,23,286,7,9,210,8
1,2,05-H1,7,186,6,12,305,8,9,210,8
1,2,05-H1,13,229,8,15,518,13,9,210,8
1,2,05-H1,3,103,7,8,440,12,9,210,8
1,2,05-H1,13,44,4,21,286,11,9,210,8
1,2,05-H1,0,0,0,20,505,13,9,210,8
1,2,05-H1,4,138,7,8,374,11,9,210,8
1,2,05-H1,14,149,7,20,270,9,9,210,8
1,2,05-H1,5,92,5,10,165,8,9,210,8
1,2,05-H1,15,316,9,17,243,10,9,210,8
1,2,05-H1,8,80,5,15,370,10,9,210,8
1,2,05-H1,2,73,2,27,545,15,9,210,8
1,2,05-H1,18,225,8,23,350,12,9,210,8
1,2,05-H1,17,126,5,37,482,12,9,210,8
1,2,05-H1,17,95,6,19,193,8,9,210,8
1,2,05-H1,11,345,11,19,502,15,9,210,8
1,2,05-H1,6,119,2,10,294,9,9,210,8
1,2,05-H1,6,182,8,11,444,13,9,210,8
1,2,05-H1,11,182,5,17,326,7,9,210,8
1,2,05-H1,13,479,13,17,1026,18,9,210,8
1,2,05-H1,9,158,7,14,275,9,9,210,8
1,2,05-H1,7,176,6,10,318,7,9,210,8
1,2,05-H1,11,160,7,13,388,13,9,210,8
1,2,05-H1,18,133,7,25,229,8,9,210,8
1,2,05-H1,6,283,9,22,747,16,9,210,8
1,2,05-H1,17,115,6,21,189,8,9,210,8
1,2,05-H1,9,206,10,16,417,13,9,210,8
1,2,05-H1,7,36,3,19,287,10,9,210,8
1,2,05-H1,13,227,9,33,453,14,9,210,8
1,2,05-H1,17,988,15,20,1176,16,9,210,8
1,2,05-H1,10,155,7,15,387,12,9,210,8
1,2,05-H1,9,141,8,11,251,8,9,210,8
2,2,05-H1,2,177,7,8,530,15,9,210,8
2,2,05-H1,14,797,11,19,1083,13,9,210,8
2,2,05-H1,14,330,10,17,493,11,9,210,8
2,2,05-H1,9,854,16,26,1934,25,9,210,8
2,2,05-H1,8,110,7,14,214,10,9,210,8
2,2,05-H1,8,195,8,14,471,12,9,210,8
2,2,05-H1,9,467,9,14,870,13,9,210,8
2,2,05-H1,3,62,4,13,684,12,9,210,8
2,2,05-H1,8,85,5,15,239,8,9,210,8
2,2,05-H1,6,241,7,9,366,9,9,210,8
2,2,05-H1,7,77,4,14,238,8,9,210,8
2,2,05-H1,21,191,9,37,402,12,9,210,8
2,2,05-H1,13,376,13,23,1073,19,9,210,8
2,2,05-H1,7,644,14,9,450,10,9,210,8
2,2,05-H1,9,171,7,15,541,13,9,210,8
2,2,05-H1,6,98,7,13,480,13,9,210,8
2,2,05-H1,7,137,6,10,148,8,9,210,8
2,2,05-H1,9,28,3,17,298,9,9,210,8
3,2,05-H1,29,164,7,35,257,9,9,210,8
3,2,05-H1,13,165,9,23,436,13,9,210,8
3,2,05-H1,8,148,7,9,185,8,9,210,8
3,2,05-H1,9,425,7,19,640,9,9,210,8
3,2,05-H1,12,209,5,14,317,8,9,210,8
3,2,05-H1,8,77,5,19,350,12,9,210,8
3,2,05-H1,9,102,5,13,221,8,9,210,8
3,2,05-H1,31,457,12,45,664,17,9,210,8
3,2,05-H1,8,101,6,10,238,8,9,210,8
3,2,05-H1,7,189,7,9,273,9,9,210,8
3,2,05-H1,8,154,7,11,150,8,9,210,8
3,2,05-H1,8,594,13,11,795,14,9,210,8
3,2,05-H1,16,200,8,30,400,11,9,210,8
3,2,05-H1,27,223,8,59,381,11,9,210,8
3,2,05-H1,8,31,3,11,755,9,9,210,8
4,2,05-H1,10,140,8,13,242,9,9,210,8
4,2,05-H1,16,498,12,21,836,16,9,210,8
4,2,05-H1,10,188,9,13,712,15,9,210,8
4,2,05-H1,22,179,8,33,396,11,9,210,8
4,2,05-H1,11,378,12,18,506,14,9,210,8
4,2,05-H1,10,93,7,11,128,8,9,210,8
4,2,05-H1,8,98,5,11,185,8,9,210,8
4,2,05-H1,15,171,8,20,392,12,9,210,8
4,2,05-H1,2,156,6,9,304,7,9,210,8
4,2,05-H1,7,207,8,9,320,9,9,210,8
4,2,05-H1,35,815,17,49,1385,24,9,210,8
4,2,05-H1,17,597,14,24,823,17,9,210,8
4,2,05-H1,20,380,13,32,727,16,9,210,8
4,2,05-H1,11,114,6,14,391,11,9,210,8
4,2,05-H1,13,261,11,24,558,14,9,210,8
4,2,05-H1,15,199,8,20,329,11,9,210,8
4,2,05-H1,5,177,8,9,455,9,9,210,8
4,2,05-H1,4,417,6,6,659,11,9,210,8
4,2,05-H1,7,160,7,14,277,10,9,210,8
4,2,05-H1,8,43,3,34,204,9,9,210,8
4,2,05-H1,15,176,8,18,301,10,9,210,8
4,2,05-H1,6,140,7,9,270,9,9,210,8
4,2,05-H1,15,1404,11,15,1988,12,9,210,8
4,2,05-H1,14,133,6,14,216,7,9,210,8
4,2,05-H1,19,325,9,24,1270,18,9,210,8
4,2,05-H1,8,812,11,8,1245,14,9,210,8
4,2,05-H1,5,47,4,15,414,13,9,210,8
4,2,05-H1,13,1215,21,30,2316,29,9,210,8
4,2,05-H1,4,274,9,4,441,11,9,210,8
4,2,05-H1,8,73,7,9,131,8,9,210,8
4,2,05-H1,11,238,8,11,299,10,9,210,8
4,2,05-H1,8,97,6,13,358,10,9,210,8
4,2,05-H1,0,27,3,9,182,8,9,210,8
4,2,05-H1,11,170,7,15,305,8,9,210,8
4,2,05-H1,10,21,2,17,2345,13,9,210,8
4,2,05-H1,6,407,8,9,493,11,9,210,8
4,2,05-H1,12,185,9,15,376,12,9,210,8
5,2,05-H1,3,40,3,9,272,6,9,210,8
5,2,05-H1,7,161,8,9,191,7,9,210,8
5,2,05-H1,8,220,7,8,328,8,9,210,8
5,2,05-H1,10,179,8,18,629,13,9,210,8
5,2,05-H1,6,160,7,13,611,11,9,210,8
5,2,05-H1,1,3,1,29,541,13,9,210,8
5,2,05-H1,14,109,7,24,220,10,9,210,8
5,2,05-H1,22,52,5,21,206,9,9,210,8
5,2,05-H1,9,50,3,14,133,8,9,210,8
5,2,05-H1,7,214,8,7,244,10,9,210,8
5,2,05-H1,11,191,8,15,230,8,9,210,8
5,2,05-H1,2,38,2,22,769,16,9,210,8
5,2,05-H1,2,251,5,12,396,8,9,210,8
5,2,05-H1,16,428,13,20,712,17,9,210,8
5,2,05-H1,13,197,9,15,325,12,9,210,8
5,2,05-H1,8,202,8,10,356,9,9,210,8
5,2,05-H1,15,610,16,22,962,17,9,210,8
5,2,05-H1,22,308,10,27,470,11,9,210,8
5,2,05-H1,10,409,13,10,997,19,9,210,8
5,2,05-H1,6,151,8,13,310,10,9,210,8
5,2,05-H1,1,3,1,6,301,9,9,210,8
5,2,05-H1,20,152,7,25,238,8,9,210,8
5,2,05-H1,6,470,9,5,803,11,9,210,8
5,2,05-H1,15,1124,18,77,1818,24,9,210,8
5,2,05-H1,13,123,7,16,196,9,9,210,8
5,2,05-H1,12,105,6,16,193,8,9,210,8
5,2,05-H1,21,124,7,24,248,9,9,210,8
5,2,05-H1,19,291,11,24,417,11,9,210,8
5,2,05-H1,23,162,8,28,206,9,9,210,8
5,2,05-H1,7,118,6,9,213,9,9,210,8
5,2,05-H1,7,29,4,12,321,9,9,210,8
5,2,05-H1,10,234,9,11,373,8,9,210,8
5,2,05-H1,11,318,10,12,510,13,9,210,8
5,2,05-H1,7,38,3,27,3772,16,9,210,8
5,2,05-H1,13,106,6,20,173,8,9,210,8
5,2,05-H1,11,296,10,15,382,13,9,210,8
5,2,05-H1,4,138,8,8,280,10,9,210,8
5,2,05-H1,4,100,6,8,389,11,9,210,8
5,2,05-H1,5,422,10,6,612,11,9,210,8
5,2,05-H1,6,123,7,10,230,8,9,210,8
5,2,05-H1,15,1075,10,26,1361,13,9,210,8
5,2,05-H1,14,125,6,17,283,9,9,210,8
5,2,05-H1,14,104,6,15,170,8,9,210,8
5,2,05-H1,9,550,10,15,1072,14,9,210,8
5,2,05-H1,8,357,11,10,415,10,9,210,8
5,2,05-H1,9,130,7,17,251,10,9,210,8
5,2,05-H1,9,86,6,13,229,10,9,210,8
5,2,05-H1,9,164,3,12,391,9,9,210,8
5,2,05-H1,8,285,10,10,418,10,9,210,8
5,2,05-H1,22,1076,18,47,1522,20,9,210,8
5,2,05-H1,11,207,8,15,427,12,9,210,8
5,2,05-H1,12,475,13,20,702,15,9,210,8
5,2,05-H1,1,101,3,9,315,9,9,210,8
5,2,05-H1,7,330,8,9,503,9,9,210,8
5,2,05-H1,4,34,4,6,35,3,9,210,8
5,2,05-H1,16,199,9,20,299,10,9,210,8
5,2,05-H1,24,561,14,32,908,17,9,210,8
5,2,05-H1,0,59,4,14,265,8,9,210,8
5,2,05-H1,9,265,11,10,331,12,9,210,8
5,2,05-H1,2,20,2,26,270,10,9,210,8
5,2,05-H1,9,79,6,10,346,7,9,210,8
5,2,05-H1,4,352,11,9,422,11,9,210,8
5,2,05-H1,13,739,14,18,1066,18,9,210,8
5,2,05-H1,8,294,9,10,412,9,9,210,8
5,2,05-H1,2,692,7,5,1057,8,9,210,8
5,2,05-H1,8,129,7,11,200,8,9,210,8
5,2,05-H1,7,36,4,14,306,11,9,210,8
5,2,05-H1,14,125,6,27,232,8,9,210,8
5,2,05-H1,3,9,2,21,350,10,9,210,8
2,2,05-H2,4,797,11,19,1083,13,12,393,9
2,2,05-H2,1,191,9,37,402,12,12,393,9
2,2,05-H2,10,351,9,23,892,17,12,393,9
2,2,05-H2,9,1224,12,11,1750,13,12,393,9
2,2,05-H2,2,4,1,10,6454,16,12,393,9
2,2,05-H2,20,163,7,27,704,15,12,393,9
2,2,05-H2,11,1555,14,13,2347,15,12,393,9
2,2,05-H2,8,32,3,7,49,5,12,393,9
2,2,05-H2,9,467,9,14,870,13,12,393,9
3,2,05-H2,5,304,9,25,797,13,12,393,9
3,2,05-H2,17,410,12,25,690,15,12,393,9
3,2,05-H2,13,176,7,19,452,14,12,393,9
3,2,05-H2,8,909,9,12,509,6,12,393,9
3,2,05-H2,6,357,10,7,523,11,12,393,9
3,2,05-H2,18,665,11,22,876,11,12,393,9
3,2,05-H2,10,94,6,12,208,9,12,393,9
4,2,05-H2,0,287,10,33,398,12,12,393,9
4,2,05-H2,0,185,8,20,373,11,12,393,9
4,2,05-H2,0,176,8,18,301,10,12,393,9
4,2,05-H2,4,143,6,25,611,13,12,393,9
4,2,05-H2,14,287,9,17,415,11,12,393,9
4,2,05-H2,15,1404,11,15,1988,12,12,393,9
4,2,05-H2,11,242,10,13,414,13,12,393,9
4,2,05-H2,15,240,6,22,571,9,12,393,9
4,2,05-H2,13,258,9,16,385,12,12,393,9
4,2,05-H2,8,1611,10,11,2328,12,12,393,9
4,2,05-H2,11,151,8,15,347,10,12,393,9
4,2,05-H2,4,274,9,4,441,11,12,393,9
4,2,05-H2,13,179,9,17,311,12,12,393,9
4,2,05-H2,22,253,10,38,484,14,12,393,9
4,2,05-H2,19,260,8,32,1459,20,12,393,9
4,2,05-H2,17,208,8,31,427,12,12,393,9
4,2,05-H2,14,179,8,26,426,12,12,393,9
4,2,05-H2,3,313,10,6,698,12,12,393,9
4,2,05-H2,12,378,12,18,506,14,12,393,9
4,2,05-H2,8,812,11,8,1245,14,12,393,9
4,2,05-H2,19,188,8,24,370,12,12,393,9
4,2,05-H2,17,597,14,24,823,17,12,393,9
4,2,05-H2,2,13,2,33,253,11,12,393,9
4,2,05-H2,32,865,16,46,2146,26,12,393,9
4,2,05-H2,9,1924,16,12,2504,19,12,393,9
4,2,05-H2,5,177,8,9,455,9,12,393,9
4,2,05-H2,23,495,14,26,722,17,12,393,9
4,2,05-H2,12,623,8,13,1110,12,12,393,9
5,2,05-H2,7,161,8,9,191,7,12,393,9
5,2,05-H2,12,187,8,19,478,13,12,393,9
5,2,05-H2,9,200,9,24,650,16,12,393,9
5,2,05-H2,10,405,7,10,300,7,12,393,9
5,2,05-H2,4,324,10,8,422,11,12,393,9
5,2,05-H2,7,330,8,9,503,9,12,393,9
5,2,05-H2,19,408,12,21,668,14,12,393,9
5,2,05-H2,9,164,3,12,391,9,12,393,9
5,2,05-H2,10,192,7,15,295,9,12,393,9
5,2,05-H2,9,402,9,12,521,10,12,393,9
5,2,05-H2,10,146,8,38,1154,21,12,393,9
5,2,05-H2,17,280,10,20,426,13,12,393,9
5,2,05-H2,12,738,10,10,1014,10,12,393,9
5,2,05-H2,15,252,9,20,605,15,12,393,9
5,2,05-H2,6,96,5,14,374,10,12,393,9
5,2,05-H2,8,285,10,10,418,10,12,393,9
5,2,05-H2,12,475,13,20,702,15,12,393,9
5,2,05-H2,6,835,7,8,914,9,12,393,9
5,2,05-H2,6,759,14,17,2234,18,12,393,9
5,2,05-H2,12,1062,14,17,1190,16,12,393,9
5,2,05-H2,14,109,7,24,220,10,12,393,9
5,2,05-H2,6,471,9,5,803,11,12,393,9
5,2,05-H2,11,262,10,19,545,14,12,393,9
5,2,05-H2,7,283,9,10,390,11,12,393,9
5,2,05-H2,9,763,16,14,1189,19,12,393,9
5,2,05-H2,19,291,11,24,417,11,12,393,9
5,2,05-H2,7,1163,10,11,1598,13,12,393,9
5,2,05-H2,11,196,9,26,830,17,12,393,9
5,2,05-H2,6,1710,14,13,2618,16,12,393,9
5,2,05-H2,7,344,11,8,556,14,12,393,9
5,2,05-H2,6,157,4,9,673,10,12,393,9
5,2,05-H2,1,0,0,19,3890,17,12,393,9
5,2,05-H2,23,1076,18,47,1522,20,12,393,9
5,2,05-H2,13,149,7,18,260,9,12,393,9
5,2,05-H2,5,213,7,5,322,8,12,393,9
5,2,05-H2,4,239,3,11,6562,16,12,393,9
5,2,05-H2,7,38,3,27,3772,16,12,393,9
5,2,05-H2,15,618,13,23,1882,23,12,393,9
5,2,05-H2,23,593,15,32,908,17,12,393,9
5,2,05-H2,14,2102,24,41,3110,30,12,393,9
5,2,05-H2,0,78,5,22,552,15,12,393,9
5,2,05-H2,13,436,8,19,707,11,12,393,9
5,2,05-H2,5,844,12,9,568,11,12,393,9
5,2,05-H2,10,503,10,11,744,10,12,393,9
5,2,05-H2,10,577,9,15,511,9,12,393,9
5,2,05-H2,15,377,10,22,1882,21,12,393,9
5,2,05-H2,6,107,5,13,409,10,12,393,9
5,2,05-H2,4,417,9,7,692,10,12,393,9
5,2,05-H2,12,149,7,16,244,10,12,393,9
5,2,05-H2,16,817,15,20,1106,16,12,393,9
5,2,05-H2,8,398,10,12,610,12,12,393,9
5,2,05-H2,9,333,12,19,660,16,12,393,9
5,2,05-H2,24,206,7,31,343,11,12,393,9
5,2,05-H2,32,172,8,34,228,10,12,393,9
5,2,05-H2,11,145,5,20,335,10,12,393,9
5,2,05-H2,14,812,11,16,927,12,12,393,9
5,2,05-H2,9,767,10,9,1241,11,12,393,9
5,2,05-H2,14,253,9,20,435,12,12,393,9
5,2,05-H2,9,130,7,17,250,10,12,393,9
5,2,05-H2,9,206,9,15,358,12,12,393,9
5,2,05-H2,7,138,8,12,173,9,12,393,9
5,2,05-H2,10,176,9,20,290,11,12,393,9
5,2,05-H2,12,102,5,24,403,14,12,393,9
5,2,05-H2,11,769,13,12,1040,14,12,393,9
5,2,05-H2,5,12,2,6,14,2,12,393,9
5,2,05-H2,14,948,12,20,2891,24,12,393,9
5,2,05-H2,13,1298,12,17,1431,12,12,393,9
5,2,05-H2,7,255,8,11,561,11,12,393,9
1,2,05-I1,7,1507,14,14,2218,16,8,190,8
1,2,05-I1,0,66,1,5,322,5,8,190,8
1,2,05-I1,15,753,15,23,1189,17,8,190,8
1,2,05-I1,15,550,14,22,733,18,8,190,8
1,2,05-I1,20,9224,23,28,10151,24,8,190,8
1,2,05-I1,5,259,5,9,1135,10,8,190,8
1,2,05-I1,9,434,8,9,217,7,8,190,8
1,2,05-I1,7,291,8,10,265,7,8,190,8
1,2,05-I1,7,70,4,10,179,7,8,190,8
1,2,05-I1,28,4316,31,57,21652,63,8,190,8
1,2,05-I1,11,508,8,15,3451,17,8,190,8
1,2,05-I1,19,385,10,26,425,12,8,190,8
1,2,05-I1,30,1339,17,71,2040,22,8,190,8
1,2,05-I1,0,732,8,9,963,8,8,190,8
1,2,05-I1,5,111,8,9,225,10,8,190,8
1,2,05-I1,13,114,5,26,281,10,8,190,8
1,2,05-I1,10,246,10,15,318,12,8,190,8
1,2,05-I1,3,78,3,27,545,15,8,190,8
1,2,05-I1,9,552,12,11,603,12,8,190,8
1,2,05-I1,16,234,7,24,298,7,8,190,8
1,2,05-I1,21,240,10,27,364,10,8,190,8
1,2,05-I1,10,771,11,14,847,11,8,190,8
1,2,05-I1,8,130,6,9,192,7,8,190,8
1,2,05-I1,17,3344,25,58,4511,31,8,190,8
1,2,05-I1,0,158,7,16,221,8,8,190,8
1,2,05-I1,6,212,11,16,245,10,8,190,8
1,2,05-I1,9,110,6,12,263,11,8,190,8
1,2,05-I1,4,1237,10,7,1804,13,8,190,8
1,2,05-I1,27,414,10,36,467,11,8,190,8
1,2,05-I1,14,3683,16,20,4860,18,8,190,8
1,2,05-I1,5,25,3,5,259,8,8,190,8
1,2,05-I1,4,243,8,12,425,8,8,190,8
1,2,05-I1,19,364,10,22,586,12,8,190,8
1,2,05-I1,5,424,9,6,581,8,8,190,8
1,2,05-I1,13,153,8,16,306,11,8,190,8
1,2,05-I1,6,461,11,9,635,12,8,190,8
1,2,05-I1,9,189,7,12,388,10,8,190,8
1,2,05-I1,6,372,9,14,559,10,8,190,8
1,2,05-I1,7,176,6,10,318,7,8,190,8
1,2,05-I1,6,131,6,8,225,8,8,190,8
1,2,05-I1,14,198,7,18,268,8,8,190,8
1,2,05-I1,7,208,7,12,431,10,8,190,8
1,2,05-I1,7,1839,13,9,2324,14,8,190,8
1,2,05-I1,18,409,10,21,478,11,8,190,8
1,2,05-I1,21,18761,49,104,22676,55,8,190,8
1,2,05-I1,0,2581,15,17,3494,19,8,190,8
1,2,05-I1,6,366,10,13,535,11,8,190,8
1,2,05-I1,7,250,5,8,433,6,8,190,8
1,2,05-I1,8,629,13,12,1020,14,8,190,8
1,2,05-I1,3,73,6,16,754,11,8,190,8
1,2,05-I1,20,359,11,26,583,14,8,190,8
1,2,05-I1,6,107,6,8,469,8,8,190,8
1,2,05-I1,4,30,2,4,51,2,8,190,8
1,2,05-I1,9,157,7,11,242,8,8,190,8
1,2,05-I1,7,255,9,7,363,10,8,190,8
1,2,05-I1,24,1204,20,29,1523,22,8,190,8
1,2,05-I1,6,127,8,14,184,9,8,190,8
1,2,05-I1,6,22,3,12,244,9,8,190,8
1,2,05-I1,16,210,9,18,240,9,8,190,8
1,2,05-I1,15,732,16,56,1224,21,8,190,8
1,2,05-I1,8,957,6,10,1414,7,8,190,8
1,2,05-I1,7,26,3,15,266,7,8,190,8
1,2,05-I1,6,275,9,9,346,10,8,190,8
1,2,05-I1,4,1646,16,7,1703,16,8,190,8
1,2,05-I1,9,100,4,13,523,9,8,190,8
1,2,05-I1,7,938,7,9,1303,9,8,190,8
1,2,05-I1,9,156,7,9,267,9,8,190,8
1,2,05-I1,11,205,9,13,217,8,8,190,8
1,2,05-I1,8,44,4,12,238,10,8,190,8
1,2,05-I1,11,82,6,32,556,15,8,190,8
1,2,05-I1,14,293,6,19,470,9,8,190,8
1,2,05-I1,27,431,14,31,458,15,8,190,8
1,2,05-I1,11,311,5,12,296,6,8,190,8
1,2,05-I1,35,307,9,61,564,13,8,190,8
1,2,05-I1,10,150,7,19,322,11,8,190,8
1,2,05-I1,13,999,18,52,1276,20,8,190,8
1,2,05-I1,0,284,5,5,620,8,8,190,8
1,2,05-I1,1,438,8,16,2202,22,8,190,8
1,2,05-I1,10,414,8,13,789,10,8,190,8
1,2,05-I1,8,142,6,11,353,11,8,190,8
1,2,05-I1,17,287,9,16,224,8,8,190,8
1,2,05-I1,6,1223,9,12,1635,10,8,190,8
1,2,05-I1,8,241,7,10,269,7,8,190,8
1,2,05-I1,11,880,10,12,906,10,8,190,8
1,2,05-I1,9,410,8,12,620,10,8,190,8
1,2,05-I1,6,290,9,10,455,10,8,190,8
1,2,05-I1,15,260,8,18,361,12,8,190,8
1,2,05-I1,24,608,13,34,298,11,8,190,8
1,2,05-I1,2,69,3,17,210,8,8,190,8
1,2,05-I1,12,216,9,13,279,10,8,190,8
1,2,05-I1,5,88,4,9,201,9,8,190,8
1,2,05-I1,6,104,5,11,370,10,8,190,8
1,2,05-I1,8,536,11,12,598,11,8,190,8
1,2,05-I1,6,352,7,8,352,8,8,190,8
1,2,05-I1,11,207,8,11,336,10,8,190,8
1,2,05-I1,7,144,7,13,363,11,8,190,8
1,2,05-I1,7,186,6,12,305,8,8,190,8
1,2,05-I1,1,549,14,6,1075,18,8,190,8
1,2,05-I1,10,392,8,22,4742,26,8,190,8
1,2,05-I1,14,861,11,19,1107,11,8,190,8
1,2,05-I1,8,779,10,11,658,11,8,190,8
1,2,05-I1,9,334,3,17,381,12,8,190,8
1,2,05-I1,14,215,7,14,237,8,8,190,8
1,2,05-I1,13,429,7,14,571,8,8,190,8
1,2,05-I1,31,1031,17,37,1138,17,8,190,8
1,2,05-I1,5,99,7,14,186,9,8,190,8
1,2,05-I1,11,268,10,13,374,12,8,190,8
1,2,05-I1,20,480,11,24,526,13,8,190,8
1,2,05-I1,0,269,9,9,455,12,8,190,8
1,2,05-I1,2,13,1,7,154,7,8,190,8
1,2,05-I1,11,889,16,17,966,16,8,190,8
1,2,05-I1,13,211,9,15,314,11,8,190,8
1,2,05-I1,7,97,6,7,237,8,8,190,8
1,2,05-I1,17,395,12,20,505,13,8,190,8
1,2,05-I1,0,310,9,8,372,11,8,190,8
1,2,05-I1,8,9,2,13,241,8,8,190,8
1,2,05-I1,9,42,4,16,206,9,8,190,8
1,2,05-I1,7,233,8,10,280,9,8,190,8
1,2,05-I1,2,2,1,9,1346,14,8,190,8
1,2,05-I1,19,337,12,26,483,15,8,190,8
1,2,05-I1,0,393,7,3,926,9,8,190,8
1,2,05-I1,14,56,4,11,310,11,8,190,8
1,2,05-I1,6,161,8,13,384,11,8,190,8
1,2,05-I1,35,815,13,49,1164,15,8,190,8
1,2,05-I1,21,548,12,34,548,12,8,190,8
1,2,05-I1,14,528,15,19,521,15,8,190,8
1,2,05-I1,11,364,8,13,2033,9,8,190,8
1,2,05-I1,23,1059,19,30,1288,20,8,190,8
1,2,05-I1,6,137,5,16,418,9,8,190,8
1,2,05-I1,12,1215,13,28,5306,26,8,190,8
1,2,05-I1,11,321,5,13,407,5,8,190,8
1,2,05-I1,4,92,3,11,502,13,8,190,8
1,2,05-I1,2,18,2,12,414,9,8,190,8
1,2,05-I1,28,710,15,41,1186,18,8,190,8
1,2,05-I1,0,652,11,8,611,10,8,190,8
1,2,05-I1,7,124,6,16,214,8,8,190,8
1,2,05-I1,6,97,4,11,508,10,8,190,8
1,2,05-I1,11,537,8,13,969,12,8,190,8
1,2,05-I1,30,710,16,38,856,17,8,190,8
1,2,05-I1,5,307,10,6,313,9,8,190,8
1,2,05-I1,29,363,11,35,611,13,8,190,8
1,2,05-I1,7,251,11,10,288,10,8,190,8
1,2,05-I1,24,221,8,31,304,9,8,190,8
1,2,05-I1,8,1021,10,13,1311,10,8,190,8
1,2,05-I1,10,732,15,12,811,15,8,190,8
1,2,05-I1,3,17,2,3,30,2,8,190,8
1,2,05-I1,6,292,10,8,401,11,8,190,8
1,2,05-I1,9,371,9,31,1086,13,8,190,8
1,2,05-I1,1,20,1,11,238,9,8,190,8
1,2,05-I1,14,107,6,21,323,12,8,190,8
1,2,05-I1,17,140,7,20,199,9,8,190,8
1,2,05-I1,11,1169,6,16,4174,17,8,190,8
1,2,05-I1,12,580,14,14,771,15,8,190,8
1,2,05-I1,10,127,7,13,207,9,8,190,8
1,2,05-I1,12,274,10,15,394,11,8,190,8
1,2,05-I1,5,122,6,6,668,10,8,190,8
1,2,05-I1,13,612,14,19,921,16,8,190,8
1,2,05-I1,28,2240,14,62,3469,15,8,190,8
1,2,05-I1,16,659,10,19,962,12,8,190,8
1,2,05-I1,11,258,8,15,380,10,8,190,8
1,2,05-I1,19,304,10,25,449,12,8,190,8
1,2,05-I1,5,135,7,8,293,8,8,190,8
1,2,05-I1,19,133,7,25,229,8,8,190,8
1,2,05-I1,13,408,10,17,617,13,8,190,8
1,2,05-I1,16,1362,12,20,1508,13,8,190,8
1,2,05-I1,10,180,7,13,512,11,8,190,8
1,2,05-I1,12,440,9,10,601,11,8,190,8
1,2,05-I1,26,1626,14,34,2685,19,8,190,8
1,2,05-I1,7,135,7,25,227,9,8,190,8
2,2,05-I1,7,168,8,9,205,8,8,190,8
2,2,05-I1,11,1555,14,13,2347,15,8,190,8
2,2,05-I1,3,611,10,26,1242,17,8,190,8
2,2,05-I1,7,440,13,15,834,17,8,190,8
2,2,05-I1,8,140,7,9,163,8,8,190,8
2,2,05-I1,0,356,4,26,1072,15,8,190,8
2,2,05-I1,12,336,9,17,613,12,8,190,8
2,2,05-I1,4,112,3,11,232,6,8,190,8
2,2,05-I1,10,229,8,12,303,10,8,190,8
2,2,05-I1,12,60,6,12,126,8,8,190,8
2,2,05-I1,7,112,6,10,250,8,8,190,8
2,2,05-I1,8,404,12,9,529,10,8,190,8
2,2,05-I1,15,240,9,18,206,8,8,190,8
2,2,05-I1,4,111,7,10,141,7,8,190,8
2,2,05-I1,3,182,8,12,384,12,8,190,8
2,2,05-I1,5,47,4,9,272,9,8,190,8
2,2,05-I1,11,226,8,12,351,10,8,190,8
2,2,05-I1,9,139,6,15,329,10,8,190,8
2,2,05-I1,8,285,10,12,347,10,8,190,8
2,2,05-I1,9,36,4,19,292,10,8,190,8
